timestamp,open,high,low,close,volume,trade_count
1774542379000,68955.85,68956.62,68955.85,68956.62,691.628143,59
1774542380000,68956.62,68956.62,68956.62,68956.62,6527.433649,21
1774542381000,68956.61,68965.69,68956.61,68965.69,10206.356044,185
1774542382000,68965.7,68967.1,68965.69,68967.09,18881.635710,75
1774542383000,68967.1,68967.1,68967.09,68967.1,6992.574259,4
1774542384000,68967.1,68969.25,68967.1,68969.25,2407.687678,51
1774542385000,68969.24,68969.24,68969.24,68969.24,745.557484,3
1774542387000,68969.24,68969.24,68969.24,68969.24,10076.405964,2
1774542388000,68969.25,68972.35,68969.25,68972.35,34322.607254,121
1774542389000,68972.35,68972.35,68969.25,68969.25,46820.300017,144
1774542390000,68969.24,68969.25,68969.24,68969.25,24695.128523,21
1774542391000,68969.25,68969.25,68965.7,68965.7,3080.844984,54
1774542392000,68965.7,68965.7,68965.69,68965.69,15125.555873,7
1774542393000,68965.7,68965.7,68964.06,68964.06,35690.434068,49
1774542394000,68964.05,68964.05,68956.62,68956.63,65832.524652,144
1774542395000,68956.63,68956.63,68952.88,68952.89,3886.331702,137
1774542396000,68952.89,68952.89,68949.98,68949.98,12579.248618,51
1774542397000,68949.98,68949.98,68945.58,68945.58,61771.172283,147
1774542398000,68945.58,68945.58,68931.79,68931.8,11845.856097,335
1774542399000,68931.8,68931.8,68931.8,68931.8,199.902220,1
1774542400000,68931.79,68931.8,68931.79,68931.8,19915.083450,2
1774542401000,68931.79,68931.8,68931.79,68931.8,14121.366543,6
1774542402000,68931.8,68937.11,68931.79,68937.11,35308.641727,155
1774542403000,68937.11,68937.11,68937.1,68937.1,226.803061,3
1774542404000,68937.11,68940.38,68937.11,68940.38,13469.679125,108
1774542405000,68940.37,68940.38,68938.8,68938.81,1540.120583,43
1774542406000,68938.81,68938.81,68933.08,68933.08,14692.683760,169
1774542407000,68933.09,68933.09,68933.08,68933.09,7619.863763,6
1774542408000,68933.09,68933.09,68933.08,68933.08,2471.940424,4
1774542409000,68933.09,68933.89,68933.09,68933.89,22759.638581,52
1774542410000,68933.9,68933.9,68933.9,68933.9,299.862465,2
1774542411000,68933.9,68939.97,68933.9,68939.96,20619.746486,96
1774542412000,68939.97,68939.97,68939.97,68939.97,108.235753,1
1774542413000,68939.97,68939.97,68937.39,68937.39,3893.727572,68
1774542414000,68937.38,68937.38,68933.1,68933.1,9811.500143,58
1774542415000,68933.1,68933.1,68933.1,68933.1,359.141451,3
1774542416000,68933.09,68933.1,68933.09,68933.1,10018.045972,8
1774542417000,68933.1,68933.1,68933.09,68933.09,2845.558325,3
1774542418000,68933.09,68933.1,68933.09,68933.1,16922.386718,6
1774542419000,68933.09,68933.1,68933.09,68933.09,264.703068,9
1774542420000,68933.1,68933.1,68933.1,68933.1,50.321163,6
1774542421000,68933.09,68933.1,68933.09,68933.09,10562.617397,15
1774542422000,68933.09,68933.1,68933.09,68933.09,2874.510255,4
1774542423000,68933.09,68933.1,68933.09,68933.1,412.909233,9
1774542424000,68933.1,68933.1,68933.09,68933.09,10748.737225,44
1774542425000,68933.09,68933.09,68933.09,68933.09,42.738516,1
1774542427000,68933.08,68933.09,68933.08,68933.08,10118.686814,7
1774542428000,68933.09,68940.85,68933.09,68940.85,55869.090754,271
1774542429000,68940.96,68940.97,68940.96,68940.97,557.042961,3
1774542430000,68940.97,68940.97,68940.97,68940.97,995.507607,2
1774542431000,68940.97,68945.26,68940.97,68945.26,13727.527524,103
1774542432000,68945.25,68945.26,68945.25,68945.26,32098.840384,6
1774542433000,68945.26,68945.26,68945.26,68945.26,19.304673,1
1774542434000,68945.26,68945.26,68945.25,68945.26,4110.516387,11
1774542435000,68945.26,68945.26,68945.26,68945.26,197.183444,2
1774542436000,68945.26,68945.26,68940.96,68940.96,42488.481487,95
1774542437000,68940.96,68940.96,68940.96,68940.96,84.107971,1
1774542438000,68940.96,68940.96,68926.84,68926.84,43692.478635,428
1774542439000,68926.85,68926.85,68926.85,68926.85,99.254664,2
