timestamp,price,quantity,is_buyer_maker
1774542379569,68955.85,0.0003,false
1774542379574,68955.85,0.00044,false
1774542379574,68955.85,0.00008,false
1774542379574,68955.85,0.00007,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00015,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00015,false
1774542379617,68955.85,0.00015,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00461,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.85,0.00008,false
1774542379617,68955.86,0.00008,false
1774542379617,68955.86,0.00008,false
1774542379617,68955.86,0.00008,false
1774542379617,68955.86,0.00008,false
1774542379617,68955.86,0.00008,false
1774542379617,68955.86,0.00008,false
1774542379617,68956.31,0.00008,false
1774542379617,68956.32,0.00008,false
1774542379617,68956.32,0.00008,false
1774542379617,68956.32,0.00008,false
1774542379617,68956.32,0.00008,false
1774542379617,68956.32,0.00008,false
1774542379617,68956.61,0.00008,false
1774542379694,68956.62,0.00015,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00008,false
1774542379694,68956.62,0.00001,false
1774542380012,68956.62,0.00007,false
1774542380012,68956.62,0.00008,false
1774542380012,68956.62,0.00008,false
1774542380012,68956.62,0.00008,false
1774542380012,68956.62,0.00008,false
1774542380012,68956.62,0.00008,false
1774542380012,68956.62,0.00008,false
1774542380012,68956.62,0.00004,false
1774542380063,68956.62,0.00011,false
1774542380063,68956.62,0.00004,false
1774542380075,68956.62,0.00015,false
1774542380186,68956.62,0.00146,false
1774542380246,68956.62,0.00051,false
1774542380269,68956.62,0.00073,false
1774542380518,68956.62,0.00015,false
1774542380687,68956.62,0.04576,false
1774542380687,68956.62,0.03616,false
1774542380717,68956.62,0.00015,false
1774542380759,68956.62,0.00015,false
1774542380794,68956.62,0.00726,false
1774542380852,68956.62,0.00144,false
1774542381023,68956.61,0.00068,true
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.007,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00008,false
1774542381783,68956.62,0.00015,false
1774542381783,68956.62,0.00015,false
